Frequency (Hz)	Level (dB)
21.533203	-63.715759
43.066406	-49.347664
64.599609	-43.757423
86.132812	-44.511448
107.666016	-46.271095
129.199219	-47.075073
150.732422	-47.261620
172.265625	-42.213551
193.798828	-40.528984
215.332031	-41.578876
236.865234	-40.954056
258.398438	-46.428574
279.931641	-44.408150
301.464844	-36.463524
322.998047	-34.834293
344.531250	-34.493397
366.064453	-33.732742
387.597656	-32.423546
409.130859	-31.177214
430.664062	-20.905560
452.197266	-20.945635
473.730469	-30.193100
495.263672	-29.975180
516.796875	-22.725824
538.330078	-23.693253
559.863281	-33.235641
581.396484	-34.061939
602.929688	-20.921942
624.462891	-16.615156
645.996094	-23.514599
667.529297	-40.059326
689.062500	-36.163944
710.595703	-36.951546
732.128906	-41.085297
753.662109	-44.080147
775.195312	-48.237038
796.728516	-46.027020
818.261719	-46.344734
839.794922	-47.229797
861.328125	-32.282406
882.861328	-26.149466
904.394531	-31.540903
925.927734	-45.928780
947.460938	-46.779331
968.994141	-48.678932
990.527344	-50.699532
1012.060547	-43.789570
1033.593750	-27.168459
1055.126953	-23.279991
1076.660156	-30.492701
1098.193359	-48.891685
1119.726562	-52.522423
1141.259766	-54.478008
1162.792969	-53.338959
1184.326172	-58.968082
1205.859375	-54.262737
1227.392578	-37.944454
1248.925781	-32.420982
1270.458984	-38.163975
1291.992188	-46.222572
1313.525391	-36.696030
1335.058594	-35.247337
1356.591797	-43.879837
1378.125000	-57.902065
1399.658203	-59.711330
1421.191406	-62.117184
1442.724609	-60.801884
1464.257812	-62.083073
1485.791016	-66.331978
1507.324219	-63.322159
1528.857422	-58.587204
1550.390625	-44.554371
1571.923828	-32.739376
1593.457031	-32.804054
1614.990234	-44.220066
1636.523438	-58.263664
1658.056641	-65.596664
1679.589844	-63.916130
1701.123047	-59.707661
1722.656250	-59.929119
1744.189453	-45.485077
1765.722656	-32.215527
1787.255859	-31.754633
1808.789062	-42.924793
1830.322266	-53.463100
1851.855469	-45.983562
1873.388672	-37.312935
1894.921875	-39.804928
1916.455078	-53.081802
1937.988281	-60.014957
1959.521484	-61.105282
1981.054688	-66.713387
2002.587891	-65.380722
2024.121094	-62.115997
2045.654297	-62.401245
2067.187500	-65.153687
2088.720703	-57.066914
2110.253906	-47.145973
2131.787109	-47.577038
2153.320312	-57.464413
2174.853516	-66.089066
2196.386719	-64.981117
2217.919922	-55.445656
2239.453125	-54.623104
2260.986328	-62.758434
2282.519531	-70.001030
2304.052734	-78.230034
2325.585938	-74.600052
2347.119141	-73.459183
2368.652344	-72.602478
2390.185547	-72.156548
2411.718750	-71.052727
2433.251953	-68.253494
2454.785156	-64.785172
2476.318359	-63.098064
2497.851562	-56.859524
2519.384766	-52.697891
2540.917969	-57.117847
2562.451172	-68.305878
2583.984375	-71.319138
2605.517578	-69.441307
2627.050781	-67.658073
2648.583984	-60.802952
2670.117188	-58.357922
2691.650391	-54.723072
2713.183594	-58.224163
2734.716797	-68.564903
2756.250000	-76.512688
2777.783203	-81.307991
2799.316406	-83.003090
2820.849609	-79.864647
2842.382812	-78.572838
2863.916016	-77.855095
2885.449219	-79.278145
2906.982422	-78.850418
2928.515625	-75.363403
2950.048828	-74.003082
2971.582031	-72.929260
2993.115234	-72.950462
3014.648438	-76.959625
3036.181641	-75.452286
3057.714844	-75.469795
3079.248047	-72.691704
3100.781250	-69.657791
3122.314453	-62.888145
3143.847656	-52.763569
3165.380859	-50.525089
3186.914062	-55.444397
3208.447266	-60.530231
3229.980469	-66.163803
3251.513672	-75.258316
3273.046875	-78.147346
3294.580078	-76.543510
3316.113281	-77.900337
3337.646484	-79.010155
3359.179688	-80.590736
3380.712891	-79.887093
3402.246094	-77.992470
3423.779297	-74.506622
3445.312500	-73.372002
3466.845703	-81.329185
3488.378906	-80.605225
3509.912109	-79.019264
3531.445312	-77.961617
3552.978516	-78.344627
3574.511719	-77.984634
3596.044922	-70.704483
3617.578125	-58.324570
3639.111328	-55.718292
3660.644531	-62.361393
3682.177734	-73.117676
3703.710938	-75.689064
3725.244141	-74.944321
3746.777344	-66.476318
3768.310547	-63.440941
3789.843750	-66.429573
3811.376953	-63.580067
3832.910156	-61.892555
3854.443359	-66.897591
3875.976562	-74.226501
3897.509766	-75.758224
3919.042969	-78.116234
3940.576172	-85.341042
3962.109375	-83.221344
3983.642578	-82.524834
4005.175781	-85.209412
4026.708984	-85.582565
4048.242188	-85.737473
4069.775391	-81.639122
4091.308594	-74.302040
4112.841797	-69.010406
4134.375000	-69.908615
4155.908203	-79.624916
